,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
7031,3,3,5,4,2,10,5,5,1,7,6,7,5,6,10,2,2,4,2,6,Less than 20,Female,58.11287477954146
7032,3,2,2,3,1,5,8,0,1,5,1,4,0,9,2,1,2,2,3,10,21 to 35,Male,50.617283950617285
7033,4,2,2,5,3,8,2,5,2,6,6,10,8,6,0,5,1,8,4,10,51 or more,Male,58.28924162257494
7034,2,3,1,2,2,3,0,1,1,4,0,7,0,7,0,7,1,3,0,5,21 to 35,Female,33.18636096413873
7035,0,3,1,3,10,8,2,2,1,2,2,2,1,4,0,2,1,2,5,4,21 to 35,Male,40.211640211640194
7036,3,2,10,6,5,10,3,2,2,7,3,6,10,6,7,1,2,10,1,7,21 to 35,Male,60.552616108171655
7037,1,2,5,5,6,7,7,3,1,6,7,4,4,7,4,4,1,6,5,7,21 to 35,Female,55.4967666078777
7038,4,1,7,7,8,6,6,1,1,9,4,6,5,7,0,4,2,4,1,7,21 to 35,Female,65.10875955320398
7039,5,3,10,6,7,4,3,0,2,4,2,8,4,6,0,1,2,3,6,1,21 to 35,Female,53.17460317460316
7040,3,5,5,10,10,8,5,5,2,5,6,4,10,6,2,8,2,10,8,7,21 to 35,Male,64.43268665490888
7041,3,5,8,4,10,10,7,5,2,3,1,5,5,4,0,5,2,10,2,10,36 to 50,Female,59.376837154614925
7042,5,2,5,4,10,5,6,5,1,4,2,7,5,7,0,7,2,5,3,10,51 or more,Female,65.66725455614343
7043,3,3,5,3,5,5,5,5,2,5,1,6,0,6,10,0,1,6,0,2,51 or more,Female,39.06525573192239
7044,4,5,10,1,2,2,2,1,1,8,2,2,1,7,7,10,2,1,1,10,36 to 50,Male,40.38800705467371
7045,5,3,8,4,1,7,3,0,2,3,2,6,5,7,0,8,2,4,4,3,36 to 50,Female,46.11992945326278
7046,2,2,10,10,5,10,8,5,1,8,8,5,10,7,10,1,2,10,10,7,51 or more,Male,78.04232804232804
7047,2,2,4,4,5,4,3,2,1,5,3,6,4,6,2,2,1,5,2,2,51 or more,Female,46.06114050558496
7048,2,4,0,1,2,2,0,0,2,7,1,4,1,9,0,7,2,2,0,0,21 to 35,Male,28.6302175191064
7049,0,2,4,4,6,10,0,3,1,3,6,5,0,7,3,1,2,6,1,4,21 to 35,Male,51.557907113462655
7050,2,2,2,10,7,2,9,0,2,2,7,3,4,5,0,5,2,10,2,2,51 or more,Female,49.32392710170486
7051,3,3,2,5,3,1,3,5,1,0,5,1,1,8,0,4,2,3,5,1,21 to 35,Female,46.38447971781303
7052,1,4,2,6,5,2,0,1,2,5,1,2,0,6,5,6,2,5,0,1,36 to 50,Male,29.335684891240433
7053,3,1,0,2,2,2,0,0,1,8,0,2,0,9,0,2,2,2,0,7,51 or more,Female,42.50440917107584
7054,3,3,0,2,2,2,0,0,1,8,0,3,0,9,0,2,2,2,0,7,51 or more,Female,41.064079952968854
7055,4,4,10,4,10,10,5,5,1,8,6,9,6,7,0,2,2,8,10,5,21 to 35,Male,77.77777777777779
7056,5,1,5,10,10,3,8,4,2,7,1,4,3,8,0,1,2,6,1,10,36 to 50,Female,65.04997060552614
7057,4,1,1,4,2,1,1,0,1,8,2,8,2,8,10,2,1,1,8,10,21 to 35,Male,44.79717813051145
7058,4,1,2,4,5,3,3,2,1,9,6,10,2,7,7,1,2,5,2,10,36 to 50,Male,59.847148736037624
7059,4,3,5,7,5,6,5,1,2,6,3,6,2,7,0,3,2,7,3,5,51 or more,Male,53.615520282186935
7060,3,1,8,1,6,1,6,2,2,3,1,4,1,7,0,4,2,9,3,10,51 or more,Male,51.49911816578484
7061,3,1,8,1,6,1,6,2,2,3,1,4,1,7,0,4,2,9,3,10,51 or more,Male,51.49911816578484
7062,0,5,1,9,0,10,1,0,1,2,2,10,2,5,1,8,2,0,3,8,21 to 35,Male,41.74015285126396
7063,0,5,1,9,0,10,1,0,1,2,2,10,2,5,1,8,2,0,3,8,21 to 35,Male,41.74015285126396
7064,1,2,2,1,5,1,4,0,2,3,3,2,2,5,2,6,2,7,1,8,51 or more,Male,36.27278071722515
7065,4,4,10,6,4,10,6,1,1,6,5,8,10,8,10,7,2,7,1,7,51 or more,Female,61.287477954144606
7066,0,3,1,10,2,5,0,2,1,2,1,10,1,6,5,3,1,2,0,10,21 to 35,Male,39.80011757789534
7067,4,1,10,10,10,4,10,3,1,8,2,6,2,7,0,1,2,10,1,5,36 to 50,Female,72.60435038212815
7068,1,3,1,10,4,7,1,4,1,5,0,5,7,7,10,7,1,3,0,7,36 to 50,Female,41.563786008230444
7069,3,4,4,6,0,5,2,4,1,7,4,5,9,7,5,1,2,4,5,6,21 to 35,Female,56.55496766607876
7070,2,3,10,10,10,10,4,2,1,8,1,8,10,7,0,3,2,10,2,8,21 to 35,Male,73.22163433274544
7071,2,3,10,10,10,10,4,2,1,8,1,8,10,7,0,3,2,10,2,8,21 to 35,Male,73.22163433274544
7072,5,3,7,3,7,7,3,3,1,7,3,6,6,6,2,2,2,7,1,3,36 to 50,Female,60.552616108171655
7073,3,2,10,4,10,8,7,2,1,9,4,4,1,8,10,3,1,2,2,3,21 to 35,Female,52.05761316872428
7074,2,2,5,4,1,2,5,0,1,9,3,3,0,9,0,5,2,2,2,8,51 or more,Male,48.55967078189301
7075,3,3,3,5,2,3,0,4,2,10,3,5,2,8,0,1,2,8,5,7,51 or more,Female,53.615520282186935
7076,2,2,1,6,2,4,2,1,1,3,2,6,0,7,0,0,2,2,4,3,21 to 35,Male,46.6196355085244
7077,4,2,8,8,8,10,8,3,2,6,5,7,3,8,0,1,2,5,6,6,36 to 50,Female,68.22457378012933
7078,3,2,2,10,10,10,3,5,2,9,4,10,3,7,7,5,1,5,3,9,51 or more,Male,57.34861845972957
7079,4,3,10,7,4,7,1,2,2,8,1,3,4,8,0,0,1,2,9,7,21 to 35,Female,52.99823633156965
7080,1,1,2,3,2,6,3,2,2,2,1,5,0,6,0,1,1,5,0,3,36 to 50,Female,35.00881834215168
7081,1,4,5,5,2,3,6,1,2,9,6,5,4,7,5,5,2,2,6,10,Less than 20,Female,47.560258671369766
7082,4,3,2,4,7,7,1,5,1,6,1,5,1,8,10,3,1,8,3,4,36 to 50,Female,47.61904761904761
7083,2,4,5,6,10,8,7,2,2,7,2,9,10,6,8,2,2,10,4,2,36 to 50,Male,57.7307466196355
7084,5,3,10,8,10,10,10,5,2,5,3,10,10,7,10,3,2,10,8,10,51 or more,Male,75.83774250440915
7085,5,4,8,10,10,10,4,5,2,7,3,8,2,7,7,1,2,10,7,7,51 or more,Female,68.22457378012933
7086,4,3,5,5,5,5,5,3,1,5,5,5,5,5,5,5,2,5,4,5,21 to 35,Male,55.43797766019988
7087,2,2,3,7,9,10,5,3,1,4,2,4,2,6,0,4,2,10,6,7,51 or more,Female,62.93356848912405
7088,5,1,7,10,4,7,5,3,1,7,5,6,3,8,0,5,2,4,5,6,36 to 50,Female,67.6660787771899
7089,3,1,5,7,8,10,7,5,1,8,8,10,4,7,0,3,2,10,10,7,36 to 50,Male,80.83480305702527
7090,5,5,5,5,8,10,6,5,1,7,4,9,1,6,8,4,2,3,1,10,51 or more,Female,61.228689006466766
7091,0,0,0,1,3,0,10,0,2,5,1,1,0,8,0,0,1,3,0,10,36 to 50,Male,35.3909465020576
7092,3,3,10,4,4,10,7,5,2,2,3,10,0,6,10,0,2,10,1,3,36 to 50,Male,54.791299235743665
7093,5,4,6,9,6,6,3,4,1,8,2,6,0,8,0,3,2,3,4,6,36 to 50,Female,61.66960611405054
7094,5,3,10,10,10,4,10,5,1,7,7,4,10,7,0,6,2,10,8,6,51 or more,Male,79.98236331569665
7095,5,1,10,7,5,5,2,3,1,6,2,7,3,9,0,1,2,6,5,4,21 to 35,Female,66.78424456202234
7096,4,3,10,8,10,8,5,5,1,8,1,4,3,8,0,3,2,8,1,10,36 to 50,Female,71.0464432686655
7097,4,3,1,6,10,10,2,0,1,8,4,7,10,9,0,3,1,7,9,7,21 to 35,Female,64.28571428571429
7098,4,3,1,6,10,10,2,0,1,8,4,7,10,9,0,3,1,7,9,7,21 to 35,Female,64.28571428571429
7099,2,1,10,7,6,5,2,3,2,4,4,7,10,8,5,2,2,2,3,10,21 to 35,Male,59.229864785420325
7100,2,1,10,10,7,6,3,5,2,5,1,7,1,7,0,1,1,6,5,4,36 to 50,Female,56.172839506172835
7101,3,3,3,1,5,2,3,0,1,3,3,5,5,8,0,1,2,4,4,5,Less than 20,Male,49.61787184009404
7102,3,4,5,5,7,1,3,5,2,6,0,5,0,6,0,1,2,10,4,7,Less than 20,Female,52.49853027630805
7103,4,3,10,8,10,8,5,5,1,8,1,4,3,8,0,3,2,8,1,10,36 to 50,Female,71.0464432686655
7104,0,2,6,5,3,4,6,2,1,1,4,2,1,6,3,4,1,10,2,9,21 to 35,Female,45.326278659612
7105,1,3,3,4,10,6,3,1,1,2,2,4,1,7,4,3,2,3,1,5,21 to 35,Female,45.502645502645485
7106,3,2,10,0,3,2,3,5,2,9,0,2,10,9,10,2,2,8,1,10,21 to 35,Female,52.99823633156965
7107,1,3,4,3,10,10,3,4,2,10,3,5,6,6,0,1,2,6,3,5,51 or more,Female,57.995296884185755
7108,4,4,1,6,5,10,5,5,2,8,2,3,10,6,10,2,2,5,4,5,36 to 50,Female,53.3803644914756
7109,2,5,2,5,0,10,3,0,1,7,1,3,5,7,10,2,2,0,1,1,21 to 35,Male,37.94826572604351
7110,5,3,10,2,10,10,7,5,1,4,2,10,2,6,0,1,2,5,3,10,36 to 50,Male,71.78130511463846
7111,5,4,0,1,1,2,0,3,2,2,0,5,1,8,10,4,1,2,1,2,21 to 35,Female,24.132863021751913
7112,5,4,10,5,10,10,4,5,2,9,2,7,10,8,3,2,2,10,3,10,51 or more,Female,72.22222222222221
7113,5,0,10,3,4,5,2,5,2,3,3,3,5,8,3,1,2,10,4,4,51 or more,Male,59.4944150499706
7114,3,4,7,2,10,10,7,2,2,5,4,2,2,6,5,4,1,10,2,8,51 or more,Male,48.324514991181644
7115,5,1,9,9,9,6,7,4,1,8,2,10,2,7,3,3,2,4,2,7,36 to 50,Female,70.84068195179304
7116,1,3,1,2,2,3,1,1,2,0,1,1,5,8,10,3,2,3,0,7,21 to 35,Male,28.894767783656654
7117,3,3,6,5,8,7,5,1,2,3,5,8,7,6,5,2,2,7,5,8,21 to 35,Male,57.17225161669606
7118,3,4,9,6,4,10,4,5,2,9,5,10,6,7,0,1,2,10,10,7,36 to 50,Female,71.84009406231627
7119,2,5,4,6,6,5,2,2,2,2,1,5,0,6,0,7,2,0,0,2,51 or more,Female,34.50911228689005
7120,1,3,4,4,2,10,3,2,1,4,1,10,1,6,2,1,2,4,1,2,36 to 50,Male,49.29453262786597
7121,4,5,1,2,10,5,4,3,2,3,4,9,2,5,10,7,1,8,3,7,36 to 50,Female,39.68253968253968
7122,1,5,1,2,3,8,1,2,2,4,0,5,0,7,7,2,2,3,0,4,21 to 35,Female,32.06937095825985
7123,3,0,5,10,10,10,10,5,1,5,3,4,0,8,0,3,2,10,2,10,36 to 50,Female,74.54438565549675
7124,4,5,3,6,7,3,2,5,1,4,1,2,2,5,3,5,2,4,0,3,36 to 50,Female,45.26748971193415
7125,2,4,2,2,2,5,2,2,2,3,2,5,1,8,7,1,1,2,1,2,21 to 35,Female,29.12992357436802
7126,4,4,7,8,3,10,1,5,1,5,0,8,0,7,6,2,2,2,0,5,36 to 50,Male,53.7330981775426
7127,5,4,6,2,2,5,1,1,1,3,0,2,0,6,0,7,2,10,0,10,Less than 20,Female,46.32569077013521
7128,4,1,10,10,10,10,10,5,1,8,10,7,10,5,0,0,2,10,10,10,51 or more,Male,92.53380364491473
7129,5,1,10,10,10,10,6,5,1,10,2,10,10,6,10,1,2,10,8,5,51 or more,Female,81.77542621987067
7130,1,3,7,2,4,1,0,2,1,0,1,3,0,7,0,0,1,8,0,7,21 to 35,Male,39.447383891828345
7131,5,2,10,3,10,10,0,0,1,9,4,6,0,9,0,0,2,4,1,10,36 to 50,Female,65.72604350382127
7132,4,3,10,5,7,10,8,2,2,5,2,6,0,6,0,1,2,10,2,10,51 or more,Female,62.55144032921809
7133,5,0,10,7,10,7,10,5,2,8,5,7,5,7,0,0,2,3,10,10,Less than 20,Female,79.15931804820691
7134,3,3,5,5,4,8,1,0,2,8,2,2,5,6,0,2,2,5,0,4,51 or more,Male,45.82598471487359
7135,2,1,7,3,10,5,7,5,2,8,6,1,5,7,10,1,2,5,1,10,21 to 35,Male,57.319223985890645
7136,5,4,5,2,3,5,6,3,2,6,4,10,5,8,0,1,2,4,5,10,36 to 50,Male,59.905937683715436
7137,5,4,5,2,3,5,6,3,2,6,4,10,5,8,0,1,2,4,5,10,36 to 50,Male,59.905937683715436
7138,5,3,10,5,10,10,10,5,1,3,2,5,10,8,0,5,1,10,2,10,36 to 50,Male,71.60493827160494
7139,0,3,1,0,5,4,3,0,1,9,3,4,10,10,0,4,1,1,10,0,Less than 20,Male,44.67960023515579
7140,1,3,0,2,4,3,3,0,1,10,10,2,10,8,0,0,1,1,10,10,Less than 20,Male,53.93885949441505
7141,5,1,7,3,10,3,7,5,1,8,5,9,5,7,0,1,2,10,8,8,21 to 35,Male,78.27748383303937
7142,4,3,10,8,10,8,5,5,1,8,1,4,3,8,0,3,2,8,1,10,36 to 50,Female,71.0464432686655
7143,2,2,10,8,6,10,3,1,1,3,2,7,5,8,8,1,2,10,2,7,51 or more,Male,61.72839506172839
7144,1,1,2,4,1,3,1,1,1,5,3,4,7,7,4,1,2,1,1,7,21 to 35,Female,46.002351557907105
7145,1,2,8,4,8,5,2,3,2,7,1,6,8,7,0,0,2,4,1,10,21 to 35,Male,57.1134626690182
7146,4,4,5,6,4,2,2,2,1,5,0,8,0,7,6,1,2,4,0,7,36 to 50,Male,48.236331569664905
7147,5,1,5,1,3,5,2,0,2,2,0,2,0,7,5,0,1,5,1,10,21 to 35,Male,37.389770723104064
7148,1,3,5,4,2,4,2,0,1,7,0,3,1,7,6,5,2,4,2,4,21 to 35,Male,39.447383891828345
7149,2,5,0,3,3,10,0,0,1,8,2,3,0,5,10,3,1,2,3,3,Less than 20,Male,30.83480305702527
7150,5,3,10,4,4,10,10,5,1,7,4,9,5,9,0,1,1,10,5,10,21 to 35,Female,74.89711934156377
7151,5,4,10,3,10,5,0,4,2,7,4,6,0,6,10,3,2,10,2,10,51 or more,Female,54.55614344503233
7152,4,4,5,6,4,2,2,2,1,5,0,8,0,7,6,1,2,4,0,7,36 to 50,Male,48.236331569664905
7153,2,3,8,4,6,3,7,3,1,2,2,8,2,7,5,1,2,4,3,5,21 to 35,Male,54.23280423280422
7154,0,3,0,8,2,10,0,0,2,10,3,1,1,8,0,0,2,1,2,1,36 to 50,Female,39.88830099941212
7155,2,1,2,10,4,10,2,5,1,8,3,7,10,9,0,10,1,7,3,10,Less than 20,Female,63.28630217519105
7156,3,4,4,5,5,10,3,5,1,5,3,10,3,6,10,4,2,5,7,5,36 to 50,Female,57.28982951205172
7157,2,2,10,6,10,3,3,5,2,7,1,3,10,5,0,2,2,10,1,10,51 or more,Female,62.815990593768376
7158,1,4,6,6,6,6,3,0,2,4,2,3,0,6,0,5,1,2,4,3,21 to 35,Male,34.39153439153439
7159,5,2,10,10,10,10,6,2,1,9,3,5,2,8,0,8,2,8,1,6,36 to 50,Female,69.60611405055847
7160,2,2,6,3,5,1,2,2,2,5,1,9,3,9,0,10,2,5,4,8,21 to 35,Male,47.41328630217517
7161,5,4,1,6,10,6,8,4,1,8,3,10,5,5,10,5,1,4,4,8,51 or more,Female,56.23162845385066
7162,3,3,4,10,7,5,3,3,1,8,5,6,10,7,2,2,2,10,4,7,51 or more,Female,68.60670194003525
7163,5,5,1,0,10,5,0,5,2,7,0,5,10,7,10,5,2,1,0,7,51 or more,Female,43.562610229276906
7164,1,1,0,2,10,7,10,0,2,8,4,1,1,8,10,0,1,3,7,10,51 or more,Male,44.88536155202822
7165,5,2,5,10,5,4,5,0,1,10,2,10,2,8,0,0,2,2,2,7,21 to 35,Female,63.90358612580833
7166,1,3,3,4,4,5,5,5,2,2,1,3,5,7,0,8,1,5,6,1,21 to 35,Male,38.94767783656672
7167,5,5,1,1,3,5,1,3,2,6,1,2,10,7,10,3,1,0,0,10,36 to 50,Female,34.39153439153439
7168,4,5,6,2,10,2,0,5,2,4,1,10,0,7,0,0,1,10,1,10,51 or more,Female,50.352733686067
7169,1,4,0,0,0,1,0,5,1,0,0,2,0,9,10,10,2,2,0,5,21 to 35,Female,26.014109347442677
7170,5,2,4,4,5,4,4,5,1,5,4,10,1,7,0,3,1,5,4,10,21 to 35,Male,59.847148736037624
7171,3,1,10,8,2,8,6,1,2,9,2,6,10,6,3,5,1,10,1,7,21 to 35,Male,56.055261610817176
7172,3,3,2,1,5,8,0,2,1,5,1,1,3,5,5,0,1,2,3,2,36 to 50,Male,37.71310993533214
7173,3,2,3,5,10,4,10,4,1,4,4,1,7,8,7,1,2,10,7,9,36 to 50,Female,66.37272192827746
7174,4,2,10,2,10,2,6,2,2,8,3,4,3,6,10,2,2,5,2,7,36 to 50,Male,51.44032921810698
7175,5,2,5,6,5,10,2,0,1,5,3,3,4,7,4,1,1,7,7,3,36 to 50,Female,53.43915343915342
7176,1,4,7,6,7,9,3,5,1,7,4,2,1,6,6,5,1,5,2,3,21 to 35,Female,46.8253968253968
7177,4,1,10,3,3,2,6,4,2,3,4,4,2,10,3,7,2,2,3,10,36 to 50,Female,52.674897119341566
7178,4,0,3,6,10,10,3,4,1,8,9,8,5,9,0,1,2,7,10,10,21 to 35,Female,81.3345091122869
7179,5,2,10,10,10,6,1,5,1,0,0,6,0,6,0,1,2,4,2,10,51 or more,Female,64.55026455026454
7180,3,1,5,3,0,10,3,1,1,5,4,10,1,7,0,0,2,7,1,4,36 to 50,Female,57.848324514991155
7181,2,3,4,4,8,6,7,0,1,5,4,6,2,7,2,2,2,3,4,2,Less than 20,Female,52.616108171663726
7182,5,3,10,4,10,7,10,5,1,9,4,6,10,7,0,0,2,8,3,10,51 or more,Female,80.59964726631394
7183,2,1,2,5,10,10,4,5,2,5,9,3,1,8,0,1,2,10,7,7,36 to 50,Female,65.49088771310991
7184,3,3,3,7,6,5,5,2,2,5,5,1,4,7,5,6,1,1,1,3,21 to 35,Female,37.33098177542622
7185,3,2,2,7,8,5,10,3,2,6,7,1,3,8,2,5,1,4,5,3,36 to 50,Male,49.38271604938271
7186,5,3,10,10,10,4,1,5,1,8,3,8,5,7,2,1,1,10,1,10,51 or more,Female,68.72427983539092
7187,3,2,6,3,4,5,6,0,1,7,2,4,10,8,0,2,2,5,0,5,36 to 50,Female,57.054673721340386
7188,4,5,6,5,9,10,3,2,1,7,6,5,5,8,2,5,2,8,0,4,36 to 50,Female,60.11169900058788
7189,1,1,1,4,0,8,1,0,1,1,2,5,4,8,10,6,2,2,2,2,21 to 35,Female,36.62551440329218
7190,4,3,6,5,6,3,8,2,1,6,1,4,7,8,7,2,2,6,2,8,21 to 35,Female,58.0540858318636
7191,2,1,2,7,2,8,4,0,1,6,2,5,5,7,0,1,1,4,4,10,21 to 35,Female,53.0570252792475
7192,5,2,1,8,10,6,6,5,1,10,6,10,1,6,0,3,2,10,4,10,51 or more,Male,75.27924750146971
7193,4,5,10,5,5,10,0,5,1,3,0,6,0,10,0,0,2,10,2,9,21 to 35,Female,63.786008230452666
7194,2,3,4,10,6,10,4,0,1,5,5,10,4,7,0,4,2,10,8,2,21 to 35,Female,64.3445032333921
7195,2,3,4,10,7,10,10,0,1,4,8,9,4,7,0,4,2,10,8,2,21 to 35,Female,68.28336272780714
7196,3,4,2,2,4,6,4,5,1,1,4,10,10,7,0,3,2,5,2,5,36 to 50,Female,58.34803057025278
7197,1,5,5,5,1,10,0,0,2,5,5,2,5,10,0,6,1,1,4,3,36 to 50,Male,35.567313345091115
7198,1,1,10,0,1,1,1,2,1,2,2,9,2,5,10,8,1,3,2,10,36 to 50,Male,36.68430335097
7199,1,3,0,10,5,7,4,5,1,7,4,4,7,7,10,5,2,5,1,10,36 to 50,Female,55.4967666078777
7200,4,1,2,5,8,3,2,3,2,9,2,2,10,7,0,1,2,5,3,3,36 to 50,Female,55.37918871252203
7201,0,0,1,1,2,9,3,1,1,7,2,2,1,6,8,0,2,2,3,3,21 to 35,Male,42.32804232804232
7202,5,1,10,5,5,10,10,5,1,6,4,10,6,8,0,1,2,2,6,10,21 to 35,Female,79.39447383891827
7203,2,3,10,7,6,10,2,0,1,8,4,6,2,8,0,0,1,2,1,5,21 to 35,Female,54.17401528512637
7204,1,3,5,3,2,4,2,2,2,3,2,2,1,7,5,1,1,10,1,5,Less than 20,Female,34.89124044679601
7205,1,2,10,10,10,5,2,5,2,1,2,1,1,8,0,10,2,6,3,10,36 to 50,Female,52.88065843621398
7206,2,2,3,3,4,10,4,1,1,5,2,10,4,9,0,5,2,5,4,6,36 to 50,Female,57.96590241034686
7207,3,3,3,5,8,6,3,4,1,9,4,5,5,8,0,1,2,5,7,9,51 or more,Female,66.60787771898883
7208,5,5,4,5,5,10,10,2,1,2,4,8,2,6,10,1,2,5,2,3,36 to 50,Male,54.17401528512637
7209,2,4,3,6,2,2,4,0,2,0,1,6,2,6,1,1,1,0,1,10,21 to 35,Female,33.06878306878306
7210,4,1,10,10,10,4,3,5,1,5,1,3,3,7,0,1,2,10,3,10,51 or more,Female,71.42857142857142
7211,2,5,2,7,6,3,3,4,2,2,1,1,5,8,0,1,2,4,0,1,51 or more,Female,41.387419165196924
7212,4,1,7,7,0,2,1,1,2,4,2,5,0,7,0,4,1,2,3,5,21 to 35,Male,39.06525573192239
7213,4,3,2,6,10,3,8,3,1,8,6,8,10,8,0,3,1,5,8,8,36 to 50,Female,67.28395061728394
7214,5,5,10,3,10,3,3,2,2,7,3,6,0,5,0,3,2,10,3,10,51 or more,Female,56.49617871840095
7215,3,1,6,0,2,3,3,4,1,6,0,3,6,6,5,1,1,1,1,3,21 to 35,Female,42.38683127572017
7216,4,2,7,4,10,6,1,1,2,6,0,7,1,10,0,10,2,3,1,10,Less than 20,Female,50.852439741328624
7217,4,2,6,3,2,6,1,1,1,10,1,5,1,7,0,1,2,10,2,10,51 or more,Male,59.05349794238681
7218,4,1,10,8,10,10,10,0,2,10,5,5,5,8,3,0,2,10,3,10,51 or more,Female,73.10405643738977
7219,1,2,5,9,10,10,5,5,2,9,6,3,5,6,2,3,2,6,5,5,21 to 35,Female,62.87477954144619
7220,3,3,7,7,4,6,3,4,1,6,6,10,5,7,5,3,2,6,5,7,21 to 35,Female,64.3445032333921
7221,5,1,10,6,10,8,6,4,1,7,3,7,0,8,0,1,2,10,2,8,36 to 50,Female,74.72075249853029
7222,3,4,4,3,3,10,8,1,1,8,0,7,2,7,10,1,2,10,0,1,51 or more,Female,50.67607289829511
7223,3,3,0,4,5,6,3,5,1,1,1,1,3,6,6,7,1,5,1,5,21 to 35,Female,38.271604938271615
7224,2,3,2,3,2,5,5,2,2,2,4,8,8,7,10,5,2,5,2,3,Less than 20,Female,41.24044679600233
7225,0,3,10,10,10,10,10,2,2,10,6,7,10,6,0,7,2,10,3,10,Less than 20,Male,71.10523221634331
7226,1,4,1,0,0,10,1,0,1,6,1,10,0,6,0,0,1,3,1,10,21 to 35,Male,41.299235743680185
7227,3,3,10,5,2,10,3,3,2,6,5,4,6,6,10,3,1,10,1,10,21 to 35,Male,49.941211052322146
7228,2,3,4,4,10,2,2,3,2,6,5,3,10,7,0,3,2,5,4,4,36 to 50,Female,52.939447383891824
7229,4,3,6,10,5,10,8,5,2,9,8,5,8,5,3,1,2,5,5,8,Less than 20,Female,69.429747207525
7230,3,3,3,10,3,10,8,3,1,9,6,6,4,7,2,0,2,10,8,10,21 to 35,Male,73.60376249265137
7231,5,1,5,5,4,10,1,0,2,6,3,6,7,9,0,0,2,3,2,10,21 to 35,Male,59.229864785420325
7232,1,1,2,2,3,10,2,5,2,10,3,8,0,7,2,0,2,5,3,10,21 to 35,Male,56.23162845385066
7233,2,2,2,8,7,5,1,2,1,5,2,10,6,7,0,0,2,2,3,10,51 or more,Male,60.846560846560834
7234,1,2,8,6,10,10,2,0,2,7,6,6,5,8,0,7,1,0,2,5,Less than 20,Male,47.67783656672546
7235,4,3,7,5,2,4,3,3,2,6,4,5,2,7,4,2,1,7,5,7,51 or more,Male,47.560258671369766
7236,3,0,4,10,5,4,3,0,2,9,1,4,0,7,3,0,2,3,1,3,51 or more,Male,48.00117577895354
7237,3,5,0,3,2,5,4,3,2,4,1,4,2,7,10,4,1,1,2,4,21 to 35,Male,28.012933568489107
7238,4,3,3,7,6,7,3,5,1,7,5,3,1,6,7,6,2,10,6,10,51 or more,Female,60.87595532039977
7239,3,1,6,6,4,4,4,1,1,8,4,4,3,7,3,1,2,8,5,6,Less than 20,Male,59.99412110523221
7240,0,4,6,1,10,10,5,5,2,5,4,4,5,6,0,3,2,7,8,5,21 to 35,Male,56.93709582598472
7241,3,3,2,4,5,10,10,1,1,7,6,1,5,7,5,1,2,5,0,1,36 to 50,Female,53.821281599059375
7242,4,5,2,10,8,5,3,5,1,8,0,7,3,7,10,3,1,3,0,1,21 to 35,Female,45.679012345679
7243,2,2,6,5,4,4,7,5,2,5,1,4,4,7,0,10,2,4,2,1,21 to 35,Female,46.50205761316873
7244,4,2,3,5,4,9,2,5,1,4,2,2,1,8,9,1,1,4,1,10,21 to 35,Female,48.941798941798936
7245,5,4,10,3,3,10,2,2,1,5,0,5,0,7,0,3,2,6,1,4,21 to 35,Female,54.05643738977071
7246,2,5,2,2,2,8,4,1,1,6,1,4,7,7,5,2,2,9,3,4,21 to 35,Male,48.50088183421516
7247,5,3,1,3,1,3,1,1,2,8,1,3,1,6,0,3,1,5,1,1,21 to 35,Male,33.39212228101117
7248,4,5,8,10,9,10,5,3,2,7,6,5,2,7,10,2,1,6,5,4,Less than 20,Female,52.557319223985864
7249,4,1,5,5,10,10,10,3,1,9,4,7,10,7,0,0,1,8,2,8,51 or more,Female,73.16284538506758
7250,4,3,10,7,5,3,10,5,1,8,6,7,4,7,0,7,2,10,1,4,36 to 50,Male,68.16578483245148
7251,4,3,10,7,5,3,10,5,1,8,6,7,4,7,0,7,2,10,1,4,36 to 50,Male,68.16578483245148
7252,4,5,10,8,7,5,2,5,2,7,2,10,3,7,1,8,1,4,2,10,36 to 50,Female,52.85126396237505
7253,1,0,2,4,10,7,5,3,2,3,4,10,5,7,1,4,1,2,4,8,21 to 35,Male,51.85185185185184
7254,3,1,5,2,2,4,5,4,2,9,3,3,4,8,0,1,2,6,2,7,36 to 50,Female,54.997060552616105
7255,5,3,3,4,8,3,1,0,2,8,0,2,1,7,0,0,2,1,0,10,51 or more,Female,45.38506760728981
7256,4,0,4,8,10,5,3,5,2,7,3,6,10,8,0,1,2,3,3,7,36 to 50,Female,66.66666666666664
7257,3,3,10,7,7,10,6,5,2,7,6,5,5,7,0,0,2,7,2,5,Less than 20,Female,66.54908877131098
7258,4,1,2,6,9,10,5,4,1,4,4,4,4,8,7,1,2,4,7,7,51 or more,Male,64.55026455026454
7259,3,3,4,10,10,5,8,5,1,5,6,5,8,8,0,1,2,9,10,4,36 to 50,Male,75.1028806584362
7260,3,3,1,10,8,6,5,3,1,8,2,5,5,7,10,1,2,10,4,5,36 to 50,Male,60.052910052910036
